工場,製品ID,パターン,製品名,販売先,原料CD,原料名,製造所,補正区分,配合量(kg),秤量区分,秤量場所,投入G番号,投入G名称,使用状況,備考
ゆめが丘工場,284,9,セロラBBローヤルα,自社,488,ローヤルゼリーチンキS,松浦薬業㈱,通常,12,前添,えき工場1F,1,,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,284,9,セロラBBローヤルα,自社,493,エリスリトールB,Baolingbao Biology,通常,24,前添,えき工場1F,1,,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,284,9,セロラBBローヤルα,自社,6,リンゴ酸フソウ(TYPE:M),扶桑化学工業㈱,通常,2,前添,えき工場1F,1,,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,284,9,セロラBBローヤルα,自社,639,タウリン(Hubei Grand・蝶理),Hubei Grand(蝶理),通常,40,前添,えき工場1F,1,20kg×2袋,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,284,9,セロラBBローヤルα,自社,692,ヨクイニンエキス(D),日本粉末薬品㈱,通常,6,前添,えき工場1F,1,,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,284,9,セロラBBローヤルα,自社,708,アセスルファムカリウム PG,ツルヤ化成工業㈱,通常,0.48,前添,えき工場1F,1,,使用終了,(使用終了)L-ロイシン(サンクト)・L-バリン、イソロイシン(協和発酵)
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,465,リドカイン(DELTA),DELTA,通常,3,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,49,アラントイン(パーマケム・アジア),㈱パーマケム・アジア,通常,1,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,1,ザッスルAX坐剤,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,465,リドカイン(DELTA),DELTA,通常,3,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,50,アラントイン,川研ファインケミカル㈱,通常,1,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,2,ザッスルAX坐剤,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.0676,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,465,リドカイン(DELTA),DELTA,通常,3.9,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,3,ザッスルAX坐剤,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,4.056,前添,えき工場2F,1,,使用終了,(使用終了)スケールアップ(2015.8～)、トコフェロール新メーカー(NHU)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,336,ウイテプゾール E-85,綿半トレーディング㈱,通常,9.37,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,338,ウイテプゾール W-35,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,339,ウイテプゾール H-15,綿半トレーディング㈱,通常,35.75,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.0676,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,465,リドカイン(DELTA),DELTA,通常,3.9,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,50,アラントイン,川研ファインケミカル㈱,通常,1.3,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.13,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,289,4,ザッスルAX坐剤,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,4.056,前添,えき工場2F,1,,使用中,【品証チェック済】プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.01122,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,7.001,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,120.138,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.166,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.2334,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.866,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,49,アラントイン(パーマケム・アジア),㈱パーマケム・アジア,通常,2.244,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,1,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用終了,(使用終了)旧
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,11.22,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.00561,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,2.244,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.501,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,28.05,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,60.069,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.083,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,2.244,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.1167,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,3.433,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,49,アラントイン(パーマケム・アジア),㈱パーマケム・アジア,通常,1.122,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,2,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1122,前添,ひかり工場,1,,使用終了,(使用終了)PV用
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.01122,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,7.002,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,120.138,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.166,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.2334,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.866,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,50,アラントイン,川研ファインケミカル㈱,通常,2.244,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,3,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用終了,(使用終了)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.01122,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,120.138,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.166,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.2334,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.867,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,50,アラントイン,川研ファインケミカル㈱,通常,2.244,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,4,ザッスルAX軟膏,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,7.002,前添,えき工場2F,1,,使用終了,(使用終了)トコフェロール新メーカー(NHU)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.01122,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,120.138,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,359,（使用終了）ハッカ油,小城製薬㈱,通常,0.166,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.2334,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.867,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,50,アラントイン,川研ファインケミカル㈱,通常,2.244,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,5,ザッスルAX軟膏,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),補正対象,7.001,前添,えき工場2F,1,,使用終了,(使用終了)プレドニゾロン新メーカー(リーファ)
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.0112,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,端数,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,355,白色ワセリン,小城製薬㈱,通常,120.137,前添,えき工場2F,1,端数,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.2334,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.867,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,50,アラントイン,川研ファインケミカル㈱,通常,2.244,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,651,ハッカ油,鈴木薄荷㈱,通常,0.1661,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,6,ザッスルAX軟膏,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,7.001,前添,えき工場2F,1,,使用中,【品証チェック済】ハッカ油(鈴木薄荷)メーカー変更
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,195,ゴールデンブランド(サラシミツロウ ),三木化学工業㈱,通常,22.44,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,215,シリコーン樹脂 KF-96ADF-100CS,信越化学工業㈱,通常,0.0112,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,266,SO-15MV(日本薬局方:ソルビタンセスキオレイン酸エステル),日本サーファクタント工業㈱,通常,4.488,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,315,MIGLYOL 812N  中性油,綿半トレーディング㈱,通常,56.1,前添,えき工場2F,1,端数,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,369,レオパール KL2,千葉製粉㈱,通常,4.488,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,402,プレドニゾロン酢酸エステル,Henan Lihua,通常,0.2334,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,465,リドカイン(DELTA),DELTA,通常,6.867,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,50,アラントイン,川研ファインケミカル㈱,通常,2.244,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.2244,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,651,ハッカ油,鈴木薄荷㈱,通常,0.1661,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,679,トコフェロール酢酸エステル(三菱ケミカル),三菱ケミカル㈱(NHU),通常,7.001,前添,えき工場2F,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,290,7,ザッスルAX軟膏,自社,775,白色ワセリン(スノーV),カネダ㈱,通常,120.137,前添,ひかり工場,1,,使用中,【品証チェック済】スノーV(カネダ)
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),28,l-メントール(メントールJP),高砂香料工業㈱,通常,0.52,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),297,（使用終了）トコフェロール酢酸エステル,三菱ケミカル㈱,通常,3.12,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),336,ウイテプゾール E-85,綿半トレーディング㈱,通常,7.208,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),338,ウイテプゾール W-35,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),339,ウイテプゾール H-15,綿半トレーディング㈱,通常,27.5,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),401,（使用終了）(仮)プレドニゾロン酢酸エステル,サノフィ・アベンティス,通常,0.052,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),465,リドカイン(DELTA),DELTA,通常,3,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),49,アラントイン(パーマケム・アジア),㈱パーマケム・アジア,通常,1,前添,えき工場2F,1,,使用終了,(使用終了)旧版
ゆめが丘工場,291,1,ラグエスA坐剤,自社(量販),58,イソプロピルメチルフェノール(化学品名:O-シメン-5-オール),大阪化成㈱,通常,0.1,前添,えき工場2F,1,,使用終了,(使用終了)旧版
